Date,ABNB,TSLA,F,ZM,INTC,SP500
2022-07-31,0.24584643017512442,0.32376538658752496,0.31985619238858076,-0.03806612948041088,-0.029403855759268183,0.09187716722660455
2022-08-31,0.019282753649306095,-0.07248776811904689,0.04748022641833849,-0.22588099364529046,-0.11190523047432455,-0.04127940628202942
2022-09-30,-0.0714285714285714,-0.037589347266064554,-0.26509187358121544,-0.0847014925373124,-0.19266919339048405,-0.09248754913132551
2022-10-31,0.017802741812642964,-0.14216776625824668,0.19375003260988755,0.13384970784074035,0.1032207494548194,0.08063128074643511
2022-11-30,-0.044616967542791985,-0.1443262723037705,0.050732377285391816,-0.09599712368168756,0.07137546848311738,0.0552442217332616
2022-12-31,-0.16291364793420726,-0.36733436055469837,-0.16330930149412115,-0.10194882672676608,-0.12105088187180435,-0.05802177755628801
2023-01-31,0.2995321637426902,0.40623477837311217,0.16165089941762378,0.10717449069973473,0.06923953302472396,0.06251007151335353
2023-02-28,0.10953109531095384,0.18756494631105003,-0.05044247396242696,-0.005466666666665954,-0.1066112920861213,-0.024913313306445084
2023-03-31,0.009085009733939442,0.008507121676146534,0.04391059769677241,-0.010054967153774408,0.31046930382591076,0.03621508888185154
2023-04-30,-0.03802250803858487,-0.20799190205340756,-0.04512679996468183,-0.16806608884073626,-0.049280720804598,0.015318462420831791
2023-05-31,-0.08272750062672152,0.24112957215020336,0.010100970517910923,0.09278853980139923,0.016284689853897527,0.0037865975356436987
2023-06-30,0.16753211259907053,0.2836267346638546,0.2608332415672978,0.011172352152539755,0.06361312881257719,0.06567122457570673
2023-07-31,0.18750000000000067,0.021622034610536245,-0.1175186999586384,0.08058338243959917,0.06967719936122041,0.031829039520269164
2023-08-31,-0.135619948748275,-0.03496242007254213,-0.08175626877003439,-0.03162917518745689,-0.014118038329172244,-0.0164602747848398
2023-09-30,0.043025465602433144,-0.03045567265964033,0.023907658874696702,-0.015345628607630113,0.011667521425322569,-0.0479902694264126
2023-10-31,-0.13789082428394328,-0.19734633522500167,-0.2028985207506967,-0.14240777809550986,0.026723018816100286,-0.021312785223007835
2023-11-30,0.06805308986389469,0.19537940649273122,0.05230776058079467,0.13087695898632856,0.22869127246443277,0.09068098783784428
2023-12-31,0.07756846604400791,0.034988337220926535,0.18810911837010846,0.06015037593985029,0.12416107451738734,0.04507010472591988
2024-01-31,0.05876303804906735,-0.24625724404378557,-0.03855622318886509,-0.10151578361841151,-0.14268655944457842,0.016531490401715754
2024-02-29,0.09247953378659735,0.0779005819851577,0.08941048850758726,0.09472217922922188,0.0022262239862320676,0.0528930085524808
2024-03-31,0.047564615482314165,-0.12923518922131905,0.06752414277725416,-0.07578113954474763,0.026016164505064054,0.03182801345983899
2024-04-30,-0.03873666343355964,0.04260765686330159,-0.08509042077232543,-0.06532048340217167,-0.3101652215601983,-0.04107590474870526
2024-05-31,-0.08601879296209824,-0.028371890004364242,0.010659059991131814,0.003927986906710146,0.01655782110716819,0.04911515092230512
2024-06-30,0.04622921410336067,0.111185983827494,0.03380050411364266,-0.03505053798500146,0.003889760443197554,0.035518568599536726
2024-07-31,-0.07960166194024954,0.17278148372751212,-0.13716107598686844,0.020442642338232675,-0.007426514017719432,0.011916956818893931
2024-08-31,-0.1594296359988524,-0.0773904425388885,0.0500739878562142,0.14370860927152274,-0.2782994437916857,0.023829656406171518
2024-09-30,0.08098201346858813,0.22194199243379598,-0.05630026116259057,0.009554140127388644,0.06442826491472076,0.02100931817270424
2024-10-31,0.06292879110480332,-0.04502541757443723,-0.025568100176975528,0.07169486664754787,-0.08269388089528396,-0.009317465789272505
2024-11-30,0.00979301135099031,0.3814688813287972,0.09643602214276159,0.10636874498260629,0.11756505762729597,0.058281375413683945
2024-12-31,-0.034530894129747414,0.17000811217985867,-0.11051212740455252,-0.013060829604546909,-0.16632025191691913,-0.024184247958963012
2025-01-31,-0.0018263450270146198,0.0018819334389861275,0.018181795709919735,0.06531062369807672,-0.03092261281337272,0.02759792975801001
2025-02-28,0.05870244720591655,-0.27587740978744413,-0.021984407095846037,-0.1522889348976304,0.22130720308604768,-0.013406017540035342
2025-03-31,-0.13977100885720417,-0.11543450064850824,0.05026172556253883,0.0009497964721845165,-0.042983586324728096,-0.056704650219898456
2025-04-30,0.020592667001506415,0.08874826362092936,-0.001994004396429161,0.05110478514301242,-0.11492730278708063,-0.007034089500151497
2025-05-31,0.05807086614173196,0.2278848880068043,0.051706529730314976,0.04784627289141108,-0.027363165849776938,0.06251782415235052
2025-06-30,0.025891472868217136,-0.08312647924724303,0.04527939724149044,-0.04024615384615382,0.14577999357888216,0.0504791236020552
2025-07-31,0.0005289406075263958,-0.029559906818611092,0.020276442498436742,-0.0503975378302125,-0.11607138073073209,0.022210032801583957
2025-08-31,-0.014198323389472023,0.08304408473091862,0.07755058547315441,0.09952734638757632,0.2297980218934954,0.019909776268856483
2025-09-30,-0.06979238489236206,0.33201545511726116,0.016142664569378073,0.013264554163595843,0.37782334590294586,0.03614686799828504
2025-10-31,0.04216768242464175,0.026623493434071,0.0978261393582549,0.057333333333334124,0.1919523573222517,0.02319551222191696
2025-11-30,-0.07547020704915408,-0.057801822323462204,0.022908893089899962,-0.02602315717069792,0.014253534564161674,0.002105416830924023
2025-12-31,0.16009915377382655,0.045447148801636805,-0.012048161737201135,0.015654425612053213,-0.09023665276393777,0.0002715167947395791
2026-01-31,-0.046787503684055265,-0.042937827981855414,0.05792685205501158,0.06733109282651473,0.2593495777495589,0.014248716725525856
2026-02-28,0.04436886449717892,-0.06482191398898673,0.025913639093219976,-0.19717698154180097,-0.01850654661602169,-0.007920551669207687
2026-03-31,-0.06535415587299209,-0.0764204616034383,-0.18097945913420055,0.08723289153367597,-0.03244906950549675,-0.05013660088563665
2026-04-30,0.05994615140956583,-0.020309347679892342,0.10138653675799691,0.025003109839532467,0.44595521727679777,0.06751033293696396
